Symbol	Ensembl Transcript ID	CDS Length
CIAPIN1	uc002ell.1	939
PDGFRA	uc003han.2	3270
CSTB	uc002zdr.1	297
BC032117	uc004brm.2	480
CENPI	uc004egx.1	2271
GTF2E2	uc003xig.1	876
RPP21	uc003nqd.1	534
FPR2	uc010epg.1	1056
ZNF737	uc002npa.1	1611
CCNF	uc002cqd.1	2361
FLJ00377	uc001cww.1	618
KCNQ3	uc003ytj.1	2619
SLC22A12	uc001oam.1	1662
NOVA1	uc001wpy.1	1524
FZD3	uc003xgx.1	2001
AKAP8	uc002nav.1	2079
SOCS5	uc010faz.1	1611
KIAA1138	uc010dsq.1	1017
CFDP1	uc002fdy.1	900
DLG5	uc001jzk.1	5760
PGM5	uc004agr.1	1704
C1orf144	uc001aym.2	459
HDAC10	uc003bkg.1	2010
RND2	uc002icn.1	684
C10orf105	uc001jsa.1	402
KIAA0617	uc002vnz.1	270
RNMT	uc010dlk.1	1515
SLURP1	uc003ywy.1	312
ASTN1	uc001glc.1	3885
SH3BGR	uc002yya.1	720
MYCL1	uc001cer.1	1095
LOC150297	uc003amd.1	756
ZHX1	uc003yqe.1	2622
FOSB	uc002pbx.2	1017
CENPK	uc003jts.1	810
LOC643406	uc002wmb.1	297
DKFZp434G0827	uc001uhs.2	2175
SLC27A2	uc001zxw.1	1863
TMEM135	uc001pch.1	1377
DKFZp686L2097	uc002zem.1	1104
KRT33A	uc002hwk.1	1215
OVOL1	uc001ofp.1	804
S100A7	uc001fbv.1	306
KIAA1593	uc001jni.2	2382
ZNF789	uc003uqq.1	1278
DIO3AS	uc001ykf.2	768
HARS2	uc003lgx.1	1521
UPF3B	uc004erz.1	1452
TCF23	uc002rjc.1	645
C17orf78	uc002hns.1	828
HLA-DOB	uc003oca.1	822
C14orf142	uc001ybl.1	303
UBE2V1	uc002xvd.1	513
TEKT5	uc002czz.1	1458
POLD1	uc010eny.1	3402
DMWD	uc002pdj.1	2025
CALD1	uc003vrz.1	2382
SCRT1	uc003zbw.1	1047
AIG1	uc003qjh.1	717
LOC285679	uc003mki.2	834
POM121C	uc003udk.2	2964
UNC84B	uc010gxq.1	2217
AL832262	uc010lzn.1	246
ZNF404	uc002oxs.2	1650
TMED6	uc002exc.1	723
KIAA1462	uc009xle.1	4131
LRRC27	uc001llh.1	1593
PYGO1	uc010bfl.1	1260
PIGU	uc002xas.1	1308
ALAS2	uc004dua.2	1764
CNNM3	uc002swy.1	2124
WRNIP1	uc003mtz.1	1998
MRPL23	uc001lux.1	462
ST3GAL5	uc002sqq.1	1257
ZNF2	uc002suf.1	1281
C9orf144	uc010mkg.1	417
TSSK6	uc002nmr.1	822
DKFZp564C0716	uc002nks.1	1131
UNQ842	uc003jjx.1	1182
ANO3	uc001mqt.2	2946
TYW1	uc003tvn.1	2199
PSMA6	uc001wtd.1	741
C10orf113	uc001iqm.1	438
C16orf70	uc002erc.1	1269
ZNF823	uc002msm.2	1833
KIAA0564	uc001uyj.1	5718
KIAA1602	uc009zlk.1	4005
ALMS1	uc002sje.1	12504
TMEM132D	uc009zyl.1	3300
DCN	uc001tbs.1	1080
SUCLG2	uc003dna.2	1299
JMJD7-PLA2G4B	uc001zoo.2	3039
ABHD14A	uc003dco.1	816
DEXI	uc002dal.1	288
AMPD2	uc009wfh.1	2640
IFNAR2	uc002yrd.1	1548
CYB5A	uc002lli.1	405
NXF5	uc004eih.1	1194
NRBF2	uc001jmj.2	864
P2RY11	uc002mnc.1	1125
KCTD3	uc001hks.1	2448
COL29A1	uc010htj.1	7581
ITGAE	uc002fwo.2	3540
SLC30A3	uc002rjk.1	1167
ZRF1	uc003vbn.1	741
IFRD2	uc003czb.1	1827
XAB1	uc002rlg.1	867
PYCR2	uc001hpq.1	963
SERPINB3	uc002lji.1	1173
TMLHE	uc004fnn.1	1266
GEFT	uc009zpy.1	1860
ABCA5	uc002jif.1	4929
TSFM	uc001sqh.2	1041
ARHGEF19	uc001ayc.1	2409
HIST3H2BB	uc001hsz.1	381
AK130941	uc003kkn.1	654
TSPAN17	uc003met.1	999
ABCC8	uc001mnc.1	4746
MAP1S	uc002nhe.1	3180
C22orf36	uc003aaq.2	948
BNC2	uc003zml.1	3300
HIST1H4A	uc003nfq.1	312
DKFZp761P1121	uc010grx.1	978
NDUFS3	uc001nga.1	795
WDR3	uc001ehj.1	2832
C15orf54	uc001zkg.1	552
XKR4	uc003xsf.1	1953
TTC33	uc003jma.1	789
STMN2	uc003ybj.1	540
CPN2	uc003fts.1	1638
PCOLCE2	uc003evd.1	1248
LIR-5	uc010ers.1	720
DKFZp762G052	uc002afq.1	1812
C3orf55	uc003fbp.2	408
AX747376	uc002ofj.1	540
KLHDC9	uc001fxr.1	1050
KIAA1927	uc002uom.1	2172
AK308327	uc004amh.1	2754
BC069257	uc001btr.1	309
ALG1	uc002cyn.1	1398
TBC1D23	uc003dtt.1	2100
SLC9A3R2 variant protein	uc002cop.1	4692
MAP2K3	uc002gys.1	1044
ATXN2L	uc002dqy.1	3294
SCAP	uc003crh.1	3840
C20orf96	uc002wde.1	1092
ZNF486	uc002nou.2	1392
NARS	uc002lgs.2	1647
DKFZp762C1313	uc010cfs.1	906
ADAMTSL1	uc003zne.2	5289
PRCC	uc001fqa.1	1476
CCDC126	uc003swl.1	423
ZNF675	uc002nri.1	1707
TMEM215	uc010mjl.1	708
SMAP2	uc001cfj.1	1290
AX747187	uc001ter.1	1254
CALCOCO1	uc001sef.1	2076
CWF19L2	uc001pjj.2	2223
ANKRD43	uc003kxw.1	1650
ZBTB32	uc002oay.1	1464
ODF4	uc002gle.1	774
BRAF	uc003vwc.2	2301
sema W	uc002snb.1	1149
HORMAD1	uc001evk.1	1185
PEBP1	uc001twu.1	564
AAK1	uc002sfp.2	2886
DKFZp564N2472	uc003tpz.1	891
COL1A2	uc003ung.1	4101
RMND1	uc003qoi.2	1350
SERPINA5	uc001ydm.1	1221
AANAT	uc002jro.1	624
C19orf21	uc002lpo.1	2040
GEMIN5	uc003lvx.2	4527
UBR4	uc001bbi.1	15552
LTBP3	uc001oej.1	3870
AMHR2	uc001scx.1	1722
PROCR	uc002xbt.1	717
C20orf39	uc002wtw.1	777
MYBBP1A	uc002fxz.2	3999
ZNF697	uc001ehy.1	1638
PASK	uc010fzl.1	3993
ZNF776	uc002qpx.2	1557
FLJ00059	uc003uwv.1	1338
KIAA0467	uc001cjk.1	7602
C10orf96	uc001lck.1	777
ZNF503	uc001jxg.1	1941
GULP1	uc010fru.1	915
KCNE4	uc010fwu.1	513
RP11-642N5.1-002	uc003pch.2	705
MIL1	uc002zmx.1	972
LOC347487	uc004fbb.1	1086
LOC196913	uc001wxm.1	975
CH25H	uc001kfz.1	819
LOC81691	uc002dhv.1	2325
ALPL	uc001bet.1	1575
COL12A1	uc010kbb.1	9192
FOLR3	uc001ory.1	864
GPR123	uc001llw.1	3840
TRIM62	uc001bxb.1	1428
ABLIM1	uc009xyj.1	2337
MAST3	uc002nhz.2	3930
AK128415	uc002fzl.2	573
RHBDD1	uc002voi.1	948
LOC338809	uc001tci.2	522
RYBP	uc003dpe.1	657
TTC26	uc003vus.1	1665
ZNF22	uc001jbw.1	675
BC062355	uc003vnh.1	582
ISCA2	uc001xpz.2	465
RDM1	uc002hkh.1	855
PIGM	uc001fuv.1	1272
GNB3	uc001qrd.1	1023
HMGB1	uc001usw.1	648
ACTR2	uc002sdp.1	1200
SOAT2	uc001sbv.1	1569
OR10AD1	uc001rrl.1	954
RAP1GDS1	uc003htw.2	1827
LCE1F	uc001fam.1	357
ESM1	uc003jpk.1	555
RCN3	uc002poj.1	987
CREBL1	uc010jts.1	399
PTGER3	uc001dfn.2	1290
DBNL	uc003tjq.2	1320
USP30	uc009zvc.1	1527
KANK1	uc003zgl.1	4059
BCL2L12	uc002ppa.1	1005
KIF26B	uc001ibf.1	6327
ZNF416	uc002qpf.1	1785
AK129959	uc009vpd.1	243
ZNF225	uc002oyj.1	2121
C17orf70	uc002kaq.2	2646
ZNF554	uc002lwm.2	1617
RAE1	uc010git.1	1314
DCP1	uc010ddu.1	1605
TNIK	uc003fhh.1	4083
ACTN3	uc001oio.1	2703
CCNA1	uc001uvr.2	1398
AX747988	uc001ayv.1	363
APOLIV	uc010gww.1	582
IL26	uc001stx.1	516
RYK	uc003eqc.1	1821
LRP3	uc010edh.1	2313
QARS	uc003cvx.1	2328
BID	uc002znc.1	726
OR2S2	uc003zyt.2	930
SOX7	uc003wtf.1	1167
AK057909	uc001qjw.1	504
CXCL14	uc003lay.1	336
BC048213	uc009xqe.1	354
MGC29891	uc001ewt.1	516
HSPB8	uc001txb.1	591
PRDM14	uc003xym.1	1716
NUFIP2	uc002hdy.2	2088
MNAT1	uc001xfd.1	930
MBNL2	uc010aft.1	1122
ADD3	uc001kyt.2	2121
ZDHHC2	uc003wxe.1	1104
KLK6	uc002puh.1	762
DKFZp434B103	uc003btf.2	891
KIAA1279	uc001joy.1	1866
TMEM111	uc003buo.2	789
MTG8	uc010man.1	690
NUBP2	uc002cmw.2	816
RAB42	uc009vth.1	318
ID3	uc001bhh.2	360
OCTM4	uc010iad.1	900
AK308309	uc010imy.1	507
DAF	uc009xcg.1	423
TM9SF1	uc001wnb.1	1821
FCRL6	uc001fud.2	1305
AK127555	uc003nar.2	309
MDP-1	uc001wnl.1	531
POU4F2	uc003ikv.1	1230
IQCK	uc002dgr.1	864
C16orf14	uc002cie.1	504
CAPN3	uc001zpn.1	2466
FAM43B	uc001bdj.1	990
RECQL	uc001rex.1	1950
AP1G1	uc002fbb.1	2538
CTNNBL1	uc010gga.1	1692
ECHDC1	uc003qax.1	924
SMARCC1	uc003crq.2	3318
FOXQ1	uc003mtl.2	1212
Em:U51561.2	uc003big.2	534
GNAI3	uc001dxz.2	1065
POLG2	uc002jei.1	1458
CD4	uc001qqv.1	1377
ITLN1	uc001fxc.1	942
TRMT61B	uc002rmm.1	1434
IRF1	uc003kxa.1	978
PTPRE	uc009yat.1	2136
PTK2B	uc003xfn.1	3030
ZSCAN5A	uc002qmq.1	1491
OR6C70	uc001sha.1	939
NXNL2	uc004aqa.1	408
SOX4	uc003ndi.1	1425
IFI27L1	uc001ycl.1	315
TSPAN3	uc002bcj.1	762
SH2D1A	uc004euf.2	387
C8orf58	uc003xce.1	1098
USP20	uc004bys.2	2745
DUSP22	uc003msx.1	555
CALB1	uc003yel.1	786
L3MBTL2	uc003azo.1	2118
TMEM118	uc001twa.2	993
MCRS1	uc001rui.1	1428
C18orf8	uc010dlt.1	1974
BC023201	uc002qsk.1	939
PKD1	uc002cos.1	12912
ZFP3	uc002gaq.1	1509
KIAA1764	uc010maa.1	1803
JAM3	uc001qhb.1	1068
LAPTM4A	uc002rdm.1	702
DIRC2	uc003efw.2	1437
KIAA2022	uc004eby.1	4551
MYOM1	uc002klp.1	5058
AGAP11	uc001kee.2	1653
CR597233	uc001glo.1	321
TRPM8	uc002vvh.1	3315
PHKG2	uc002dzi.1	1233
KIAA1522	uc001bvu.1	3285
PSG8	uc002ouo.1	1281
DQ591061	uc003jxw.1	732
DDX19B	uc002eyo.1	1440
WASH1	uc010mgm.1	1398
MOBKL1B	uc002skh.2	651
DIAPH2	uc004efu.2	3306
CRYZL1	uc010gmf.1	1050
CLN8	uc003wpo.2	861
PTPN12	uc003ugh.1	2343
CRY2	uc001nbq.2	1782
PNPLA4	uc004csa.1	762
FCGR2B	uc001gaz.1	933
ZNF454	uc003mjo.1	1569
AX747246	uc001hxp.1	645
CLDN11	uc003fgx.1	624
RFWD2	uc001gku.1	2196
ARPP21	uc003cgg.1	1008
tom1	uc003anr.1	1008
CIB2	uc002bdb.1	564
DKFZp686L06109	uc001uww.2	2262
HRK	uc001twe.1	276
MXRA8	uc001aex.2	1353
MAML2	uc001pfw.1	3471
KIAA0298	uc009yfq.1	702
C4orf31	uc003idq.1	1707
C6orf192	uc003qdw.1	1371
COG6	uc001uxh.1	1974
FAM5B	uc001glf.1	2352
NFATC1	uc002lnf.1	2793
SP6	uc002img.1	1131
SEPT10	uc002tey.1	1635
B3GNT9	uc002erf.1	1209
SCYL1	uc001oea.1	2427
RPP40	uc003mwl.1	1092
BC036055	uc003xxt.2	309
SCOC	uc003iib.1	369
KIAA1450	uc003iqd.2	873
CTDSPL2	uc001ztr.1	1401
DKFZp434A042	uc002lmz.1	2160
TBX5	uc001tvo.1	1557
NAPG	uc002kon.1	939
C14orf45	uc001xpl.2	687
RHD	uc009vro.1	1482
ZBTB22	uc003oeb.1	1905
PLCG1	uc002xjo.1	3876
ANKRD10	uc001vrn.1	1263
BC036924	uc001zub.2	1026
SLC16A7	uc001sqs.1	1437
HTR2C	uc004epu.1	1377
TAGLN2	uc001fum.1	600
TSGA14	uc003vpz.1	1122
MDH1	uc002scj.1	1005
PPP3R2	uc004bbr.1	522
DCBLD2	uc003dte.1	2370
LOC642502	uc001gah.1	408
RBM33	uc010lqj.1	3543
DPH3	uc003cau.1	249
AF251050	uc002cur.1	291
SYT10	uc001rll.1	1572
FMO4	uc001gho.1	1677
THYN1	uc001qhf.1	678
OTOR	uc002wpj.1	387
KATNAL1	uc001uss.1	1473
DRD5	uc003gmb.2	1434
PGRMC2	uc003igg.1	672
UBE2I	uc002clh.1	555
PAQR6	uc001fnw.1	1056
AK127673	uc003mel.1	483
MEIS3P1	uc002gpc.1	825
TCRBV8S3	uc003vzk.2	339
C14orf28	uc001wvo.1	933
FLYWCH1	uc002csd.1	2151
BC024195	uc001ump.2	291
ANGPTL3	uc001das.1	1383
RP13-15M17.2	uc001apz.1	1452
GLRX2	uc001gta.1	498
LRRC38	uc001avb.2	885
ATP11A	uc001vsj.2	3576
ARL5B	uc001iqd.1	540
MUC16	uc002mkp.1	43524
AB231740	uc001njh.1	315
SLC25A5	uc004erh.2	897
MYO1C	uc002fsp.1	3192
ACRC	uc004eae.1	2076
FAM89B	uc001oel.2	570
FAS	uc001kfr.1	1008
KIFAP3	uc001ggv.1	2379
GLRA2	uc010nep.1	1359
BTN3A2	uc010jqh.1	1005
PF20	uc002vep.1	573
CNKSR3	uc003qpy.1	1668
BTBD17	uc002jkn.1	1437
CSTF3	uc001muh.1	2154
ARPM1	uc003ffs.1	1119
KIAA1530	uc003gde.2	2130
C9orf150	uc003zkw.1	687
PRKCI	uc003fgs.2	1791
ZNF648	uc009wxu.1	1707
BC011779	uc004aeb.2	690
SOD3	uc003gqz.1	723
ZNF574	uc002osk.2	2961
CYP21A2	uc003nze.1	1488
RPL12	uc004bqy.1	498
COMMD2	uc003exk.1	600
WIZ	uc002nba.2	2508
ALDH4A1	uc001bbb.1	1692
SPRYD4	uc001sli.2	624
LOC401399	uc003vms.2	2700
CRYAB	uc001pmf.1	528
COPA	uc001fvv.2	3702
PCDHGA7	uc003lka.1	2799
RASD2	uc003anx.1	801
KIF11	uc001kic.1	3171
SLC26A3	uc003ver.2	2295
ZNF175	uc002pxb.1	2136
SYNC	uc001bvt.2	456
AK058073	uc002pzj.1	582
JAKMIP2	uc010jgo.1	2463
PTHLH	uc001rik.1	534
DKFZp434I153	uc009xkh.1	1455
C8orf4	uc003xnq.1	321
SLC40A1	uc002uqp.2	1716
OR7D4	uc002mla.1	939
CD36	uc003uhc.1	1419
PCDHB17	uc003lis.1	1761
TMCO5A	uc001zjw.1	867
KIAA1143	uc003cnw.1	465
C6orf203	uc003prq.1	723
PRKG2	uc003hmh.1	2289
HUAT	uc002gzr.1	801
ANAPC13	uc003eqi.1	225
LMF1	uc002ckj.1	1692
SLCO3A1	uc002bqx.1	2133
ZNF692	uc001ifc.1	1560
FANCL	uc002rzx.2	1143
SH3GLB1	uc001dly.1	1185
KRTAP3-2	uc002hvs.1	297
KBTBD6	uc001uxu.1	2025
C12orf61	uc001sri.1	396
XRCC6	uc003bao.1	1830
SUPT5H	uc002olo.2	3264
HUS1B	uc003mtg.1	837
FAM133B	uc003umc.1	744
KCTD18	uc002uvs.1	1281
SOS2	uc001wxs.2	3999
C1QTNF5	uc001pwi.1	732
CCDC99	uc003mae.2	1818
NNAT	uc002xhd.1	246
USP16	uc002ymw.1	2472
GRASP65	uc003ciz.1	858
LARS	uc003lnx.1	3531
ABO	uc004cda.1	1062
ZBTB2	uc003qoh.1	1545
TRAF3	uc001ymc.1	1707
NAP5	uc002ttp.1	5730
GALNT5	uc002tzg.1	2823
PCP4L1	uc001gad.1	207
arh3	uc001bzu.1	630
ALG14	uc001dra.1	651
KIAA0515	uc004cao.2	4587
WDR75	uc002uql.1	2493
TEX261	uc002shn.1	591
KIAA1477	uc001hml.2	321
KIAA0969	uc009xay.1	627
LY86	uc003mwy.1	489
MRGPRX2	uc009yhu.1	993
SNRPA	uc002ooz.1	849
OR2G2	uc001idg.1	954
GPRASP2	uc010nof.1	2517
C9orf163	uc004chy.1	612
C7orf42	uc003tvk.1	945
CYP11B2	uc003yxk.1	1512
TCHHL1	uc001ezo.1	2715
FCRL3	uc001fqz.2	2229
PRDX1	uc001cnz.1	600
FGB	uc003ioa.2	1476
NACC2	uc004cgw.1	1764
COX17	uc003ecz.1	192
PIWIL1	uc001uik.1	2586
FOLR1	uc001orz.1	774
FREQ	uc004bzi.2	573
TMCC2	uc001hbz.1	2130
TCF12	uc002aea.1	2121
ZNF721	uc003gaf.2	2868
POU4F1	uc001vkv.1	1260
C1orf99	uc001gsd.2	354
SNRPF	uc001tej.1	261
SGIP1	uc001dcr.1	2487
ZNF641	uc001rrn.1	1317
EMG1	uc001qsh.2	732
PRRG4	uc001mtx.1	681
HIRA	uc002zpf.1	3054
BC058890	uc002izq.1	759
AEBP2	uc001ref.2	1554
MYNN	uc003fft.1	1833
TBXA2R	uc002lyf.1	1110
ISL2	uc002bbw.1	1080
PCDHB11	uc003liy.1	2394
RNF144A	uc002qys.1	879
MARCH5	uc001khx.1	837
POM121-2	uc010lde.1	1206
DULLARD	uc002gfd.1	735
ITGA8	uc001ioc.1	3192
DCLRE1B	uc001eeg.1	1599
TP73	uc001akp.2	1911
PRKCD	uc003dgl.1	2031
KIAA2015	uc010mme.1	1851
NDUFB4	uc003edu.1	390
ATP13A4	uc003ftd.1	3591
Rpp29	uc002nsg.1	420
ANTXR2	uc003hlz.2	1470
COL4A3	uc002vom.1	5013
SLC6A18	uc003jby.1	1887
MYO10	uc003jft.2	6177
PEX1	uc003uly.1	3852
KIAA1417	uc010kbi.1	3144
TMEM74	uc003ymy.1	918
RBM19	uc009zwi.1	2883
TAPBP	uc003odz.2	1515
RUNX1	uc010gmu.1	1443
MID1	uc004cte.2	2004
DKFZp686J17173	uc010gmj.1	3300
GPR64	uc004cyx.1	3054
AK054970	uc001uyq.1	285
DKFZp686A1849	uc003wyz.1	1047
KIAA0778	uc009wtg.1	891
RASEF	uc004amo.1	2223
GABRG1	uc003gxb.1	1398
MYO16	uc010agk.1	5643
DBF4	uc003ujf.1	2025
TSHZ2	uc002xwo.2	3105
rnh1	uc002qxs.1	510
KIAA1271	uc002wjx.2	1200
PPTC7	uc001trh.1	915
RIPK2	uc003yee.1	1623
LRRC31	uc003fgc.1	1659
KIF4B	uc010jih.1	3705
ZNF540	uc002ogq.1	1983
EFNB3	uc002gis.1	1023
LOH12CR1	uc001ral.1	591
STON2	uc001xvk.1	2763
GLP1R	uc003ooj.2	1392
CSTF2T	uc001jjp.1	1851
SNX31	uc003yjr.1	1323
IREB2	uc002bdr.2	2892
PDCD7	uc002aol.1	1458
GRSF1	uc010iia.1	1443
LRRC43	uc009zxm.1	1971
CNR1	uc003pmp.1	1419
C12orf64	uc001szd.2	1092
IL1F7	uc002tij.1	657
FAM69B	uc004cik.1	1296
MAGT1	uc004ecs.1	1008
NR2E1	uc003psg.1	1158
DKFZp434C0935	uc010gka.1	537
MS4A6A	uc001nos.2	831
FTL	uc002plo.1	528
C7orf36	uc003thc.2	681
DYRK2	uc001str.2	1806
PCLO	uc003uhx.2	15429
ARIH2	uc003cvb.1	1482
SAMD7	uc003fgd.1	1341
SCNN1D	uc001adt.1	2409
SLC32A1	uc002xjc.1	1578
BHLHE22	uc003xvi.1	1146
C22orf25	uc010grw.1	831
MRPS18A	uc003owa.1	813
EARS2	uc002dlu.2	1605
GPR112	uc004ezu.1	9243
PMCA2	uc010hdp.1	948
ATPBD3	uc002pvt.1	1047
ERN2	uc002dma.2	2925
PRH2	uc009zhr.1	501
CDKN2D	uc002mpa.1	501
xl1	uc003kse.1	606
PGLYRP2	uc002nbg.2	1905
STUB1	uc002cit.1	912
INS-IGF2	uc001lvm.1	603
ZNF679	uc003tsx.2	1236
SEC14L3	uc003ahy.1	1203
TRIM40	uc003npk.2	777
DKFZp434A155	uc002azz.1	336
SLC22A1	uc003qtc.1	1665
BTN2A3	uc003nhy.1	1761
RASA4	uc003uzt.1	2412
DYNLL2	uc002ivl.1	270
DKFZp667J1615	uc003eni.2	1089
MYBPC3	uc001nfa.2	3825
GJA4	uc009vul.1	1230
CCNL2	uc001afi.1	1563
FAM136B	uc010jnh.1	417
TRPV2	uc002gpy.1	2295
CDC42SE1	uc001ewo.1	240
MYPN	uc001jnm.2	3963
SIM1	uc003pqj.2	2301
ICHTHYIN	uc003lwx.2	1401
CDADC1	uc001vcu.1	1545
ZFHX4	uc003yav.1	10716
ADAMTS19	uc003kvb.1	3624
ABTB2	uc001mvl.1	2520
TSPYL2	uc004drw.1	2082
EIF2S3	uc004dbc.1	1419
AP2A1	uc002ppn.1	2934
SOX30	uc003lxb.1	2262
DYSFIP1	uc002kbj.1	465
LOC285398	uc010hms.1	375
CDH18	uc003jgc.1	2373
CHL1	uc003bot.1	3675
P2RX6	uc010gsu.1	1326
TBC1D2B	uc002bcy.2	2892
KRTAP19-7	uc002yol.1	192
TIFAB	uc003law.2	486
OR1J1	uc004bmk.1	969
DKFZp434D2011	uc003wkx.1	3210
GSN	uc004blf.1	2349
DPCR1	uc003nsg.1	708
GARNL4	uc010ckd.1	2193
SMARCA5	uc003ijg.1	3159
ZBTB45	uc002qtd.1	1536
PLEKHG3	uc001xho.1	3660
DDR1 variant protein	uc003nrz.1	738
FRMD6	uc001wzd.1	1869
PLS1	uc010huv.1	1890
DGKZ	uc001ncn.1	3354
EFNA1	uc001fhh.1	618
WDR85	uc004cnk.1	1359
PIG32	uc009xdt.1	945
ANK2	uc003ibe.2	11874
PAGE4	uc004don.1	309
KIAA1885	uc010jsg.1	1308
AKR7A2	uc001bbw.1	1080
SENP6	uc003pid.2	3339
FKBP10	uc002hxv.2	1749
HTA	uc010cgp.1	279
CERKL	uc002unx.1	1677
VEGFC	uc003ius.1	1263
LARP1	uc003lvp.1	3291
SRBD1	uc002rus.1	2988
ITGB6	uc002ubh.2	2367
SLC1A2	uc001mwd.1	1725
CHLR1	uc001qvx.2	387
INVS	uc004bap.1	3198
MPO	uc002ivu.1	2238
MOBKL3	uc002uun.2	678
KLK2	uc002ptv.1	786
NTF4	uc010emr.1	633
VIM	uc001iou.1	1401
REG1B	uc002sny.2	501
C3orf34	uc003fww.2	492
PCDHGC4	uc003lky.1	2817
SUMO3	uc002zga.1	408
P4HTM	uc003cvh.1	1692
CST9L	uc002wtk.2	444
MLL4	uc010eei.1	8139
DKFZp686P0288	uc010fjh.1	2838
TMEM209	uc003vpn.2	1686
SPR	uc002sik.2	786
SAMD9L	uc003umh.1	4755
ABCE1	uc003ijx.1	1800
TCRP1	uc009ytp.1	390
OR4F5	uc001aal.1	918
SUPT3H	uc003oxo.1	987
ADAMTS4	uc001fyt.2	2514
C6orf190	uc003qbi.1	1926
SLIT3	uc010jjg.1	4593
RHEBL1	uc001rtc.1	552
TUB4q	uc010djz.1	1131
NPM2	uc003xab.1	645
MAN1C1	uc001bkm.2	1893
LOC148413	uc001afm.1	414
CMC1	uc003cea.1	321
KIAA1856	uc003soj.2	624
HSPA6	uc001gap.1	1932
C10orf140	uc009xkd.1	2727
OS-4	uc009zqg.1	297
ZDHHC12	uc004bvz.1	969
LIN7A	uc001szj.1	702
DBX1	uc001mpw.1	1149
PHC2	uc009vuh.1	2580
SVOP	uc001tnt.1	912
KIAA0890	uc003crs.1	690
OOEP	uc003pgu.2	450
FAM83E	uc002pjn.2	1437
SPHK1	uc002jrj.1	1413
TRIM26	uc003npr.1	1620
C18orf24	uc002leu.1	768
ZNF578	uc002pzp.2	1773
KIAA0356	uc002ijb.1	1596
ORAI1	uc009zxg.1	912
DKFZp686L23131	uc001sgf.1	1200
IL34	uc002ezh.1	729
RUVBL1	uc003ekh.1	1371
AK130486	uc001txn.1	366
APAF1	uc001tfz.1	3747
C7orf20	uc003sjl.1	984
SLC36A4	uc001pdn.1	1515
MYH11	uc002ddx.1	5940
UBA3	uc003dno.1	1392
NEK1	uc003isd.1	3861
MPP2	uc002ien.1	1710
C12orf24	uc001tqu.2	822
MATN3	uc002rdl.1	1461
TNK2	uc003fvt.1	3261
IFNGR2	uc002yrq.2	1071
FAS/ER	uc010kit.1	327
KIAA1131	uc001wrb.1	2211
EBF3	uc001lki.1	1656
ITPR1	uc003bqa.2	8133
TBC1D20	uc002wds.1	1212
AK309452	uc009zsu.1	252
OR10P1	uc001shd.1	942
DDAH2	uc003nwp.1	858
KIAA1756	uc003qpa.1	2265
SHPRH	uc003qld.1	5064
STX7	uc003qdg.2	786
BCAR1	uc002fdx.1	2667
ATXN3	uc001yac.2	1086
C5orf49	uc003jea.2	444
TRIM27	uc003nlr.1	1542
ADO	uc001jmg.1	813
CDC42EP2	uc009yqg.1	633
CHP	uc001znl.1	588
H19	uc001lvc.1	1071
SOX17	uc003xsb.2	1245
ZNF259	uc001ppp.1	1380
CHCHD1	uc001jvc.2	357
ZDHHC19	uc003fwc.1	930
RNF187	uc001htb.1	381
MRC2	uc002jad.1	4440
GARNL3	uc004bqs.1	2988
GBP2	uc001dmz.1	1776
LOC392979	uc010lkn.1	675
C1orf52	uc001dkv.1	549
AOF2	uc001bgj.1	2631
DKFZp667F1511	uc009wlt.1	1035
LRPPRC	uc002rtr.2	4185
ACVR1C	uc002tzk.2	1482
TCRVA13	uc001wcy.2	363
TM4SF18	uc003exa.1	606
PPP1R16A	uc003zdd.1	1587
TMEM169	uc002vfv.2	894
EBF1	uc010jip.1	1776
RRS1	uc003xwa.1	1098
BC010225	uc003wdl.1	780
PC-3	uc003zyb.1	420
OR2T2	uc001iek.1	975
SNX2	uc003kte.1	1560
RBX1	uc003azk.1	327
ANKRD54	uc003auc.1	903
TSNAX	uc001huw.1	873
TMEM83	uc002bmc.1	402
MYO18A	uc002hdt.1	6165
ZBTB7A	uc002lzh.1	1755
ATM	uc001pkb.1	9171
TIE1	uc001ciu.1	3417
HIST1H3G	uc003nhi.1	411
C18orf62	uc002lma.1	306
PASD1	uc004fev.2	2322
BLOC1S3	uc010ejx.1	609
TINAG	uc003pcj.1	1431
PCDHAC2	uc003lii.1	3024
LRRC15	uc003ftt.1	1746
WBSCR17	uc003tvy.1	1797
MST079	uc002uqq.2	402
TFF2	uc002zaw.1	390
PARP2	uc001vxc.1	1752
RNFT2	uc009zwn.1	1335
NDFIP2	uc001vlf.1	1011
PCDHGB2	uc003ljs.1	2796
WDR60	uc003woe.2	3201
DKFZp686G21125	uc010hmp.1	360
MAP7D2	uc010nfo.1	2322
USP45	uc003ppx.1	2445
OR4C45	uc009ylx.1	918
FLJ46481	uc003git.1	831
HHIPL2	uc001hnh.1	2175
IQCD	uc001tuv.1	1239
TNS1	uc002vgt.2	5208
PLCD4	uc002vij.1	2289
SMPX	uc004daa.1	267
CD9	uc001qnp.1	687
MS4A15	uc009ynf.1	723
SRGN	uc001joz.1	477
CASP7	uc001lao.1	1011
C9orf122	uc004abh.2	468
BC041025	uc003uzz.2	393
UNQ6496	uc004brg.1	465
VMAC	uc002mds.2	510
AX746604	uc001ogu.1	399
