Symbol	Ensembl Transcript ID	CDS Length
LAD1	uc001gwm.3	1554
PAOX	uc001lmv.3	1536
CLDN25	uc009yyw.1	690
FAM154A	uc003zni.2	1425
DENND6A	uc003dja.3	1827
MAPK8	uc001jgn.3	1284
CCDC38	uc001tek.2	1692
RBBP8	uc002kua.3	2709
DNAJC8	uc001bpn.3	762
KCNJ12	uc002gyv.1	1302
WNT11	uc001oxe.3	1065
AX747795	uc021tmk.2	504
HDAC8	uc004eau.3	1134
CT47A5	uc004etk.3	867
STARD4	uc003kph.1	618
DNAAF2	uc001wws.4	2514
ACVR1	uc002tzm.3	1530
LINC00657	uc002xet.3	327
KLB	uc003gua.3	3135
C1orf65	uc001hoa.2	1872
ANXA2P3	uc009xpm.2	225
TTI1	uc002xhl.3	3270
ZFYVE28	uc003gex.2	2664
NSUN6	uc010qcp.1	1410
FAM175B	uc001lib.4	1248
AK098012	uc003nrp.1	486
SYTL2	uc001pbb.3	3819
KIF27	uc004ana.4	4206
OR6T1	uc010sab.2	972
CCDC91	uc001riq.3	1326
MTFP1	uc003ahv.1	987
FOXS1	uc002wwt.1	993
CALN1	uc003twb.4	786
GRID2	uc011cdt.2	3024
ZNF423	uc031qwd.1	3855
PSMB4	uc001eyc.1	795
XPNPEP3	uc003azh.3	1524
SART1	uc001ogl.3	2403
CLEC17A	uc010dzn.2	1137
SPTA1	uc001fst.1	7260
CHST7	uc004dgt.3	1461
SEMA6D	uc010bek.3	3222
PCMTD1	uc003xqx.4	1074
MAPK13	uc003ols.4	1098
MYCN	uc002rci.3	1395
KCNJ3	uc002tyv.2	1506
ERO1LB	uc001hxt.3	1404
NTF3	uc001qnk.4	813
GSPT1	uc002dbt.3	1914
NKX6-2	uc001llr.2	834
GTF2B	uc001dmo.4	951
IGHG1	uc001yse.3	798
GUSB	uc003tun.3	1956
GSDMB	uc010cwj.3	1251
FOXB2	uc004ako.1	1299
LIG1	uc002pia.1	2760
EXTL3	uc003xgz.2	2760
NID2	uc001wzo.3	4128
TTC29	uc003ikx.4	1506
TMEM97	uc002hat.3	531
SUZ12	uc002hgs.2	2220
EXTL2	uc031png.1	1017
TEX37	uc002stb.2	543
KRT18	uc001sbe.3	1293
MRPS16	uc001jts.1	414
PI4K2B	uc003grk.2	1446
LACRT	uc001sgi.1	417
OR51F2	uc010qyn.2	1029
FAM72A	uc001hdr.4	450
CDK5RAP3	uc010wlc.3	1596
YTHDF2	uc021okf.1	1740
GGCX	uc002sps.3	2277
C10orf129	uc001kke.3	1443
ARPC4	uc021wsu.1	564
EGLN2	uc002opg.4	1224
KBTBD4	uc001nfw.2	1632
ROBO3	uc001qbc.3	4161
DEFB118	uc002wvr.3	372
MZF1	uc002qto.3	2205
ZFP2	uc003mjn.1	1386
CNIH4	uc001hom.2	420
WFDC2	uc002xoo.3	375
HTATSF1	uc004ezw.3	2268
NDUFA7	uc002mjm.2	342
TTC22	uc009vzt.1	1710
OR1F2P	uc010uwv.2	837
NMRK2	uc010xia.2	708
CHCHD10	uc002zxw.3	429
KRTAP6-1	uc002yop.3	216
DCPS	uc001qdp.3	1014
SH2D1B	uc001gbz.1	399
MRGPRE	uc001lxq.5	939
LOC100272216	uc003jxe.2	585
SBK1	uc002dpd.3	1275
NUP107	uc001suf.3	2778
OSBPL9	uc001csu.3	2241
PLIN5	uc002mas.3	1392
MYOZ3	uc003lss.3	756
PDE4B	uc001dcn.3	2211
IDH3G	uc004fip.4	1182
FBXL7	uc003jfn.1	1476
ARFGAP3	uc003bdd.2	1551
MAPRE2	uc002kyg.4	984
IL1RN	uc002tiz.3	543
KIF13A	uc003ncg.4	5418
RAC3	uc002kdf.3	579
C7orf63	uc010lep.3	2826
TCTE1	uc003oxi.2	1506
RFX6	uc003pxm.3	2787
TMEM14B	uc003mzk.4	345
GRINA	uc003zan.1	1116
ADIPOR1	uc001gyq.5	1128
CLIP4	uc002rmv.3	2118
LRIT2	uc010qmc.2	1683
GATSL1	uc003ubo.2	990
TFPI	uc002upy.3	915
SLITRK2	uc004fcd.3	2538
FABP6	uc003lxx.1	534
HKR1	uc002ogb.3	1980
SMTN	uc011ale.2	3009
NACC1	uc002mwm.4	1584
TWIST2	uc010znx.2	483
PRAMEF3	uc001aut.1	1446
CD209	uc002mht.2	1215
ZNF625-ZNF20	uc002mtg.2	1599
CYB5R2	uc001mfm.3	831
GJC2	uc021pkg.1	1320
DNTTIP2	uc001dqf.3	2271
GABRB3	uc001zbb.3	1590
PCBD1	uc001jrn.1	315
GIPC3	uc002lyd.4	939
TAF3	uc010qbd.3	2790
HOXD3	uc002ukt.1	1299
BFSP1	uc002wpo.3	1998
LPPR1	uc004bbb.3	978
LCP2	uc003man.1	1602
TAS2R8	uc010shh.2	930
SEZ6L	uc003acb.3	3075
NR2C1	uc001tdm.5	1812
HCG11	uc011dkp.3	351
C10orf32-AS3MT	uc001kwj.3	1134
PDIA3P	uc001epg.1	1386
TNFRSF13B	uc002gqs.1	882
ABHD17B	uc004ail.3	882
MKI67	uc001lke.3	9771
GLS	uc002usf.3	2010
LGALS13	uc002omb.3	420
KANK2	uc002mqm.3	2580
IL4R	uc002don.4	2478
SEC11A	uc031qtg.1	558
SPP2	uc002vvk.1	636
C18orf32	uc002ldk.2	231
C13orf35	uc001vsh.1	366
CLSPN	uc001bzi.3	4020
SPAG1	uc003yjh.2	2781
OR2AP1	uc031qhr.1	930
TM4SF1	uc003exb.1	609
ZSCAN23	uc003nli.4	1170
EMILIN2	uc002kln.3	3162
SMG7	uc001gqf.3	3537
TAS2R13	uc001qzg.1	912
ZNF628	uc002qld.3	3180
GINM1	uc003qmq.1	993
DZIP1L	uc003erq.3	2304
VASP	uc002pcg.3	1143
ANKRD13A	uc001tpx.3	1773
FLJ14346	uc010zae.2	570
ZCCHC11	uc001cty.2	4938
C16orf87	uc002eek.1	465
ERVMER34-1	uc003gzr.3	1692
SYPL1	uc003vdp.4	780
SDE2	uc001hpu.4	1356
KIAA1211	uc003hbk.2	3702
RPS27L	uc002aly.3	255
TATDN3	uc010ptk.1	846
SLC7A5P1	uc002dtl.1	537
MCUR1	uc003nbc.2	1080
PDCD1	uc002wcq.4	867
OR5P2	uc001mfp.1	969
TMEM229B	uc021rvb.1	504
MIPOL1	uc001wud.3	1329
OR51D1	uc010qyk.2	975
CHURC1-FNTB	uc010tsl.2	1497
LAMP2	uc004ess.4	1236
CAT	uc001mvm.3	1584
C16orf80	uc002enb.1	582
C15orf32	uc002brc.1	537
ZNF746	uc010lpi.2	1938
ATXN1	uc003nbt.3	2448
SLC2A7	uc009vmo.1	1539
LAMC2	uc001gqa.2	3582
CPOX	uc003dsx.3	1365
APH1B	uc002ama.3	774
MADCAM1	uc002los.3	1149
SMCO3	uc001rck.1	678
CTNND1	uc001nmc.4	2907
GABRG2	uc010jjc.3	1548
F5	uc001ggg.1	6675
FAM78B	uc021pef.1	786
LOC100132167	uc010mnd.3	270
SEMA4F	uc002sna.2	2313
NUDCD3	uc003tkz.3	1086
PDZD11	uc004dye.1	519
GCNT3	uc002age.3	1317
TRIML1	uc003izm.1	1407
TMEM120A	uc003ued.3	1029
CNDP1	uc002llq.3	1524
N4BP1	uc002efp.3	2691
SLC35F2	uc001pjq.3	1125
LCP1	uc001vaz.4	1884
IGBP1	uc004dxv.3	1020
DCAKD	uc002ihx.2	696
C12orf56	uc021qzu.1	1869
PITRM1	uc009xhv.2	3117
RASSF8	uc001rgx.3	1260
GUK1	uc021pkf.1	726
SMCR9	uc021trf.1	543
OR56A5	uc010qzu.2	942
ADM	uc001mil.1	558
OR2A14	uc011kua.2	933
FGD3	uc004asw.2	2178
RHPN2	uc002nuf.3	2061
DOC2B	uc010vpx.1	921
GHRHR	uc003tbx.3	1272
SERF2	uc010bdq.3	513
VPS72	uc031pot.1	1128
CD22	uc010edt.3	2544
CD47	uc003dwt.1	972
IMPDH1	uc003vmu.2	1800
PPIC	uc003kth.3	639
PRKACA	uc002myc.3	1056
ACP6	uc001epr.2	1287
PPP1R1A	uc001sgg.2	516
TRPV3	uc002fvr.3	2376
ASXL1	uc021wbw.1	4626
ATP5L2	uc003bda.1	303
SOWAHA	uc003kxw.3	1650
FXYD1	uc002nyc.3	279
LMOD2	uc003vky.2	1644
ANKRD33	uc001rzd.3	1359
LCE2C	uc021ozc.1	333
SHISA7	uc002qkz.3	1617
ZNF620	uc003ckk.4	1269
VSIG2	uc001qas.3	984
WHAMM	uc002bje.3	2430
NUDT4	uc010sup.2	546
USO1	uc003hiu.3	2736
CLDN1	uc003fsh.3	636
OR4Q3	uc010tkt.2	942
FASTK	uc003wix.2	1650
ICOS	uc002vam.3	600
USP17L3	uc031taf.1	1593
LDB1	uc009xwz.3	1236
ABCC1	uc010bvi.3	4596
GSTA5	uc003pba.1	669
LMF2	uc003blp.2	2124
PCBP2	uc001sdc.4	1101
MRGPRG-AS1	uc001lxo.2	477
NUP205	uc003vsw.3	6039
SYCE1L	uc010vnh.1	729
ACTA1	uc001htm.3	1134
GABBR2	uc004ays.3	2826
WDR83OS	uc002mud.2	321
LINC00638	uc001ypq.4	321
PIP5K1B	uc004agu.4	1623
MMADHC	uc002txc.3	891
AGXT	uc002waa.4	1179
RNF181	uc002spv.1	462
ATP8A2	uc001uqk.3	3567
FGF21	uc002pkn.1	630
AFTPH	uc002sdc.3	2814
NHSL2	uc011mqa.2	3678
FCER1G	uc001fza.1	264
DDX39B	uc003ntt.3	1287
SNTB1	uc010mdg.3	1617
SLC24A3	uc002wrl.3	1935
TXNL4B	uc002fca.3	450
FAM228A	uc002rfc.3	621
MT1A	uc002ejq.3	186
SNRNP200	uc002svu.3	6411
RPL10L	uc001wwg.3	645
C11orf96	uc010rfl.2	369
TSGA13	uc003vqi.3	828
NPY4R	uc001jee.3	1128
SHOX2	uc003fbs.3	1068
ITGA7	uc001shh.3	3426
OR7E12P	uc021qcl.1	453
KCNIP2	uc001kuc.3	858
KLF13	uc001zfo.3	867
ZFAND2A	uc003skd.4	615
FAM117B	uc010zhx.2	1770
AP5S1	uc002wju.2	603
SLC22A24	uc021qkp.1	1659
OR5H15	uc011bgu.2	942
CEACAM1	uc002otv.3	1581
MED19	uc001nla.1	735
PFKFB4	uc003ctv.3	1410
LRRC57	uc001zqd.2	720
SPANX-L	uc004fbp.3	456
RNF11	uc001csi.4	465
ANKRD32	uc003kkr.4	3177
PAGR1	uc002dug.4	765
SCNN1G	uc002dlm.1	1950
POLD3	uc001ovf.2	1401
RAB18	uc001itw.4	708
BEND3	uc003prs.2	2487
ZNF860	uc011axg.2	1899
PHB	uc002iox.1	819
TPH2	uc009zrw.1	1473
LOC100288255	uc011clh.2	840
PATE4	uc001qcv.3	297
JDP2	uc001xrq.3	525
MORF4L1	uc002bel.4	1089
TMEM184C	uc003ila.4	1317
POU2F1	uc001gee.3	2301
LOXHD1	uc010xcw.1	6636
FLJ00382	uc001ysl.1	1209
CNNM2	uc001kwm.3	2628
ZC3H15	uc002upo.3	1281
ELK3	uc001teo.1	1224
FAM111B	uc001nnl.3	2205
CBLC	uc002ozs.3	1425
ENGASE	uc002jwv.4	2232
GALNT1	uc010dmu.3	1680
SBNO1	uc010tap.2	4182
LINC00207	uc021wre.2	342
ANKMY2	uc003sti.3	1326
DHX58	uc002hyw.3	2037
PLEKHA5	uc031qgo.1	3849
ARCN1	uc009zag.3	1659
TREML1	uc011duc.3	936
SEC24A	uc003kzs.3	3282
KNCN	uc001cpy.2	411
PSCA	uc022bcd.1	570
HIGD2A	uc003meg.3	321
CIB4	uc002rhm.3	558
TBX6	uc010veh.2	1311
TTLL5	uc010ask.2	3846
SGK3	uc003xwr.3	1491
CCER1	uc001tbj.3	1221
INO80	uc001zni.3	4671
GCN1L1	uc001txo.3	8016
SPINK8	uc003csq.1	294
AMOT	uc004epr.3	3255
FAM71D	uc001xja.2	1269
LDOC1	uc004fbj.3	441
NRK	uc004emd.3	4746
ASB9	uc004cwl.3	885
NAT1	uc003wyt.3	1059
TRAFD1	uc001ttp.3	1749
SPTSSB	uc003fee.3	231
PEAR1	uc001fqj.1	3114
OR1S2	uc010rkb.2	978
TFF1	uc002zax.1	255
PGS1	uc002jvm.3	1671
LEPREL1	uc011bsk.2	2127
HAP1	uc002hxm.1	2016
EPHB2	uc009vqj.1	3168
ACTG1	uc002kak.2	1128
MIEN1	uc002hsq.3	348
ZFP42	uc021xvm.1	933
KDSR	uc010dpw.3	999
HAVCR2	uc003lwk.2	906
NME1	uc002ith.2	534
MESP2	uc002bon.3	1194
BHLHE41	uc001rhb.3	1449
CT45A3	uc004ezc.3	570
LACTB	uc002alw.3	1644
ZKSCAN2	uc002dod.4	2904
FAM101B	uc002frj.3	435
LPCAT1	uc003jcm.3	1605
CCDC148	uc002tzq.3	1776
ANKS3	uc002cxj.2	1971
FAM222A	uc001tpd.2	1359
RBM28	uc003vmp.2	2280
HNRNPA1	uc001sfl.3	1119
BCAS3	uc002iyv.4	2787
GIGYF1	uc003uwg.1	3108
TMC7	uc002dfp.2	2277
POLA2	uc001odj.3	1797
ZC3H12B	uc010nko.3	2511
HSD17B6	uc001smg.1	954
ZNF658B	uc004abn.3	2460
IFI27L2	uc001ycq.3	393
DBIL5P	uc010vqb.2	315
RANBP9	uc003nbb.3	2190
CPNE7	uc002fnp.3	1902
PPIAL4B	uc001ekw.3	495
EVL	uc001ygu.3	1257
LNX1	uc003hag.5	2187
GUSBP4	uc011dxq.1	483
IFNA21	uc003zom.2	570
CFD	uc002lqc.3	762
MYBPC2	uc002psf.2	3426
PYCARD	uc010cak.3	588
ENPP3	uc003qcu.4	2628
ACSL4	uc004eoi.2	2136
TMEM176B	uc022apx.1	813
RGPD6	uc021vly.1	5298
SCO1	uc002gmr.4	906
SOX2	uc003fkx.3	954
COMT	uc002zqu.3	816
AOC2	uc002ibu.3	2271
AMER1	uc004dvo.3	3408
KCP	uc011kor.2	4506
PDLIM5	uc003htk.4	1878
SPHK2	uc002pjw.3	2286
NXPH2	uc002tvi.3	795
GPR108	uc002mfp.3	1632
LOC283731	uc002axc.2	327
EFCAB11	uc001xxt.3	492
PCDHA6	uc003lho.2	2853
TCRAVN1	uc010ajh.1	327
LETMD1	uc009zlw.3	1122
TMEM54	uc001bwi.1	669
KRT75	uc001saj.2	1656
SLC6A17	uc009wfq.3	2184
STT3B	uc011axe.2	2481
C8orf82	uc003zdp.1	651
CD3EAP	uc002pbr.1	1539
TMEM63A	uc001hpm.2	2424
FAM212A	uc003cxq.1	864
DUSP13	uc001jwu.3	876
CD1C	uc001fru.3	1002
AVP	uc002whu.3	495
PITPNM1	uc001olx.3	3735
TRIM68	uc001lzf.2	1458
MCTP1	uc003kkx.2	3000
UCK2	uc001gdp.3	786
ABHD1	uc002rit.3	1218
FAM50A	uc004fll.4	1020
RNASEH1	uc002qxt.3	861
WLS	uc001dee.3	1632
AGPAT9	uc003hoy.4	1305
PCP2	uc002mgz.4	411
OR52H1	uc010qzh.2	963
RBP5	uc001qsq.3	408
HYAL3	uc021wyn.1	1254
CLPB	uc001osj.4	2124
SMNDC1	uc001kzc.4	717
DONSON	uc002ysk.4	1701
BARHL2	uc001dns.3	1164
SLC30A9	uc003gwl.3	1707
ZFP92	uc011myo.2	1251
TMPRSS11B	uc003hdw.4	1251
E2F8	uc001mpm.3	2604
LINC00552	uc010tkg.1	498
CCDC25	uc003xgc.3	627
TSPAN11	uc010sju.2	762
OTUD1	uc001irr.2	1446
YIF1B	uc002ohz.2	945
KRT18P55	uc002has.3	780
OR1L6	uc022bna.1	936
FLJ30403	uc002pxd.2	789
HPN	uc002nxq.2	1254
NBN	uc003yej.1	2265
OCLM	uc001gry.3	135
ZSCAN18	uc010yht.1	1701
ZNF837	uc002qsm.3	1596
FAN1	uc001zff.3	3054
TSTA3	uc003yza.2	966
RAC1	uc003spw.3	636
MOB2	uc010qwz.2	807
NFE2	uc009znk.4	1122
KLK14	uc021uyk.1	804
ARSF	uc022brz.1	1773
MAST2	uc001cov.3	5397
AMICA1	uc001psk.2	1185
GTF2A1	uc001xvf.2	1131
KLRF2	uc021quy.1	624
APOBEC4	uc021pgc.1	1104
AGFG1	uc002vpd.2	1755
ATP1A3	uc002osh.4	3678
PNKP	uc002pqj.3	1566
TC2N	uc001xzu.4	1473
RBFOX3	uc010wua.2	978
KRT82	uc001sai.1	1542
MATR3	uc003ldw.3	2688
S100P	uc003gjl.3	288
CA13	uc003ydg.2	789
PROZ	uc010agr.2	1269
AASDH	uc003hbn.3	3297
C19orf40	uc002nud.4	648
DCK	uc003hfx.3	783
FAM5C	uc001gse.1	2301
SLC6A4	uc002hey.5	1893
MID1IP1	uc004dei.4	552
TPSG1	uc002ckw.2	966
TMOD4	uc001exc.4	1038
DOCK2	uc003maf.3	5493
NUP214	uc004cag.3	6273
BC087859	uc003szp.3	837
GOLM1	uc004aol.3	1206
DPYSL2	uc003xfa.3	2034
SDCCAG8	uc001hzw.3	2142
SOX13	uc001ham.3	1869
IFT46	uc001pto.2	1068
KEL	uc003wcb.3	2199
SYNPO2	uc010inb.3	3786
NUP210L	uc001fdw.3	5667
LOC202781	uc010lqi.4	291
GK	uc022buj.1	1680
DNAJB1	uc002myz.1	1023
ALPK3	uc002ble.3	5724
CHID1	uc010qwv.2	1365
IKZF5	uc021qaj.2	1260
CYLC2	uc004bbs.2	1047
GIMAP8	uc003whj.3	1998
PPM1J	uc001ect.1	1518
GPR101	uc011mwh.2	1527
NR2F1	uc003kkj.3	1272
ACAD8	uc001qhk.3	1248
FBP2	uc004auv.3	1020
GNAI2	uc003cyq.1	1068
METTL8	uc010zdo.2	1221
SLC39A7	uc003odf.3	1410
FBXO8	uc003itp.3	960
CAMK1	uc003bst.3	1113
RFC3	uc001uuz.3	1071
FAM129A	uc001gra.4	2787
ILF2	uc001fcr.4	1173
FGFBP3	uc001khq.4	777
PRSS48	uc011cif.2	987
NAPSB	uc002prw.3	552
OR14A16	uc001idm.1	930
ZNF506	uc010eci.2	1335
PSMA3	uc001xdj.2	768
NOM1	uc003wmy.3	2583
ASCC3	uc003pqk.3	6609
BC040865	uc003wkn.3	417
ZYG11A	uc001cuk.2	2280
SOX21	uc001vma.3	831
LYRM1	uc010bwj.3	369
DEFB1	uc003wqs.2	207
OR7C2	uc010xoc.2	960
DNAJC22	uc001rua.3	1026
LOC100499227	uc001pwo.3	570
FAM46B	uc010ofj.2	1278
ARHGAP30	uc001fxl.3	3306
TMEM18	uc002qwl.3	423
TMEM86A	uc001moz.1	723
EPHA2	uc001aya.2	2931
TCHH	uc001ezp.3	5832
LOC100126784	uc010rdl.2	258
CYP3A7-CYP3AP1	uc031syj.1	1608
C3orf30	uc003ecb.1	1611
PAIP2	uc003led.3	384
CYP2U1	uc003hyp.3	1635
SARS2	uc010xup.1	1563
ZNF879	uc003mjt.4	1692
ZCWPW1	uc003uut.4	1947
SAMD12	uc003yom.2	606
KIAA1430	uc003ixf.4	1599
SNRNP70	uc002pmk.3	1314
ACAT1	uc001pjy.3	1284
MEOX1	uc002idz.3	765
CSGALNACT2	uc001jan.4	1629
ADAMDEC1	uc003xdz.2	1413
PHKA2	uc004cyv.4	3708
CARD11	uc003smv.3	3465
DEFB116	uc010ztm.2	309
CALML4	uc002arb.3	591
RSL24D1	uc002acn.3	492
KRTAP4-3	uc010cxl.3	588
TSSC1	uc002qxj.2	1164
TMEM45A	uc003dua.1	876
LOC100240734	uc010sos.2	252
MPP7	uc001iua.1	1731
FAM150B	uc002qwi.4	459
POU1F1	uc010hoj.1	954
SLC2A13	uc010skm.2	1947
FBN2	uc003kuu.3	8739
ZC3H7A	uc002dbl.3	2916
LAIR2	uc002qgc.3	459
ST3GAL1	uc003yuk.2	1023
LCT	uc002tuu.1	5784
MTRNR2L1	uc002gzb.2	75
GEMIN8	uc004cwb.3	729
TEKT4P2	uc021wgx.1	534
KLF16	uc002luc.3	759
HIF3A	uc002peh.3	2010
MYH16	uc003upw.3	2223
HIST2H4A	uc001ess.3	312
AQP10	uc001feu.3	906
PLA2G2A	uc001bcu.3	435
FOLH1	uc001ngy.3	2253
MAPKAP1	uc004bpv.3	1569
HENMT1	uc001dvt.4	1182
SPRR2D	uc021ozq.1	219
LOC91450	uc010umr.3	321
UBQLN4	uc001fna.3	1806
PIAS3	uc001eoc.1	1887
FRRS1L	uc004bdw.1	1035
MRPL24	uc001fpw.1	651
GREB1	uc002rbk.1	5850
NUP62CL	uc004ena.3	555
NEUROG3	uc001jpp.3	645
REEP3	uc001jmt.3	768
MRGBP	uc002ydi.3	615
MARK1	uc009xdw.3	2391
LMBRD1	uc003pfa.3	1623
LDLRAD4	uc031rhm.1	921
PNMT	uc002hsi.2	849
PRPF19	uc001nqf.3	1515
NXF2	uc004eiv.4	1881
SLC25A16	uc001joi.3	999
EIF2B3	uc001cmt.3	1359
RPA2	uc001bpe.1	813
PAK6	uc010bbl.3	2046
SEMA3E	uc003uhy.2	2328
MXD4	uc003geu.1	630
TNFSF10	uc003fid.3	846
SMARCB1	uc002zyd.3	1185
DTX3L	uc003efk.3	2223
PLA2G4E	uc021sjp.1	2607
PPAP2A	uc003jpz.4	858
ULK1	uc001uje.3	3153
TAS1R3	uc010nyk.2	2559
SLC2A3	uc001qtr.3	1491
ARID3A	uc002lql.3	1782
WDR43	uc002rmo.2	2034
GNG5	uc001djw.4	207
ACOX1	uc002jqf.3	1983
FOPNL	uc002dec.1	525
KIF5B	uc001iwe.4	2892
LOC155060	uc011kup.1	540
NUP153	uc011dje.2	4521
MUC7	uc011cat.2	1134
CSDE1	uc001efi.3	2535
CLPTM1	uc002pai.3	2010
LRRC17	uc003vau.3	1326
FAM183B	uc011kbd.2	729
TTYH3	uc003smp.3	1572
ATP5B	uc001slr.3	1590
ELF3	uc001gxg.4	1116
CPSF3L	uc001aef.2	1821
H3F3AP4	uc021pjv.1	411
ZNF665	uc010eqm.1	2037
TLR6	uc003gtm.3	2391
GPI	uc002nvf.3	1794
RAD9A	uc001okr.3	1176
NDST4	uc003ibu.3	2619
ALG1L	uc021xdh.1	624
AGPAT3	uc002zdx.3	1392
ADORA2A	uc002zzx.3	1239
MAGI3	uc001edk.3	4446
CACNG7	uc002qcr.2	828
DHRSX	uc004cqf.4	993
CAMK2D	uc003ibo.4	1602
ZFP69B	uc001cfn.2	1605
CCHCR1	uc003nsp.4	2616
OR10G7	uc001pzq.1	936
RPS27A	uc010yow.2	471
GCM2	uc003mzn.4	1521
HIST1H2BC	uc003ngk.4	381
FAM135B	uc003yuy.3	4221
E2F1	uc002wzu.4	1314
PLCB3	uc009ypi.3	3705
COIL	uc002iuu.3	1731
OR2AE1	uc003usc.1	972
SWT1	uc001grg.4	2703
RAB11FIP2	uc009xyz.2	1599
CDC25C	uc003lcs.1	1656
TSC2	uc002con.3	5424
OR13C4	uc011lvn.2	957
CCDC108	uc002vjl.2	5778
CPSF7	uc001nrp.3	1545
PTPRB	uc001swc.4	6648
ACP2	uc001nei.3	1272
MROH7	uc010ooe.1	3972
MRPL54	uc002lyq.4	417
LAG3	uc001qqt.4	1578
AV2S1A1	uc021rph.1	345
SPTAN1	uc004bvm.4	7434
SIPA1L2	uc001hvg.3	5169
RCAN2	uc003oyc.2	732
CDX2	uc001urv.4	942
ACTR1A	uc001kvv.3	1131
PPARG	uc003bwx.3	1518
BBS10	uc001syd.1	2172
TMEM44	uc010hzn.3	1428
PNMAL2	uc002pes.2	1908
CITED1	uc011mqc.2	660
PRDM4	uc001tmp.3	2406
IRF6	uc001hhq.2	1404
RRP9	uc003dbw.2	1428
BC022568	uc002lwe.3	786
PSMG2	uc002krk.3	795
C19orf45	uc002mgm.2	1518
OR10H4	uc010xov.2	951
GNB1L	uc002zqf.1	984
MYBL2	uc002xlb.1	2103
IL31RA	uc003jql.3	2295
ZNF407	uc002llw.2	6747
PPIG	uc002uez.3	2265
TTC18	uc009xrc.3	3366
MAPT	uc010dau.3	2331
RPSA	uc003cjq.3	903
MRE11A	uc009ywj.2	2136
hDV103S1	uc001web.1	339
C8orf37	uc003yho.2	624
RASGEF1C	uc003mlq.3	1401
STBD1	uc003hka.3	1077
CTAG2	uc004fmi.2	633
LOC728819	uc010fav.1	948
MGAT5B	uc002jti.3	2406
ECM1	uc001euv.3	1704
AF161365	uc002mqw.2	243
RLN1	uc003zjb.2	558
WIPF3	uc022aaz.1	1452
EPB41L1	uc010gfq.3	2940
HOXA3	uc011jzl.2	1332
PARP14	uc003efq.4	5406
METTL15	uc001msh.2	1224
RPS8	uc001cmi.3	627
RPS19BP1	uc003ayb.3	411
FOXJ2	uc001qtu.3	1725
C10orf76	uc009xwy.1	2070
LOC100288814	uc022bsu.1	645
IL17RE	uc003btu.3	2124
ZNF343	uc002wge.1	1800
FBXO33	uc001wvk.3	1668
UHMK1	uc001gcc.2	1260
TADA3	uc010hcn.2	1299
ZCCHC24	uc001kak.3	726
FGF19	uc001opf.3	651
LY6G6C	uc003nwh.3	378
IFIT2	uc009xts.3	1419
TIGD1	uc002vsy.2	1776
IP6K3	uc010jvf.2	1233
S100G	uc004cxn.1	240
DYTN	uc002vbr.1	1737
GUCY1B3	uc011cio.2	1926
TPBGL	uc021qnk.1	1149
NR3C1	uc003lmy.3	2337
NPAP1	uc001ywo.3	3471
LOC440563	uc010obg.2	882
CORO1B	uc001olk.1	1470
PARP11	uc001qml.2	1017
GPR133	uc010tbm.2	2721
DNALI1	uc001cbj.3	843
MAP2K6	uc002jij.3	1005
OR4N4	uc010tzv.2	951
FSTL4	uc003kyn.1	2529
SMIM10	uc011mvs.2	252
TMEM171	uc003kcm.2	975
AGO4	uc001bzj.2	2586
YY1	uc001ygy.2	1245
PNLIP	uc001lcm.3	1398
TCRBV20S1	uc011krs.1	408
AASDHPPT	uc001pjc.1	930
CCDC138	uc002ten.1	1998
PDXDC2P	uc010vlq.1	699
COX8C	uc001ybt.1	219
CKS1B	uc001fgb.3	240
LOC100132062	uc001aau.3	1170
ANAPC7	uc001tqo.2	1800
MCM3	uc003pan.2	2562
FAM110A	uc002wef.1	888
CDC37L1	uc003zio.3	1014
THTPA	uc001wkg.5	693
CCDC170	uc003qol.3	2148
WDR24	uc002ciz.1	2373
NPTX2	uc003upl.2	1296
RALGAPA2	uc002wrz.3	5622
CBLB	uc003dwc.3	2949
CETN1	uc002kko.1	519
RPUSD1	uc002cka.3	939
FAF1	uc001cse.1	1953
CDK6	uc011khw.2	981
NPRL3	uc002cfr.3	1707
HMX2	uc001lhc.1	822
TEAD2	uc002pnh.4	1356
CSK	uc010bkb.1	1353
SNAP25	uc002wnq.2	621
TUFT1	uc010pdf.2	1230
TMTC3	uc001tau.3	2745
LCK	uc001buz.3	1620
SGOL1	uc003cbu.3	1686
AKTIP	uc002ehm.3	882
SOX12	uc002wdh.4	948
FURIN	uc002bpu.1	2385
DEFB103A	uc003wrf.3	204
RHNO1	uc001qlh.4	717
RAMP1	uc002vxj.3	447
KIR3DX1	uc010erm.2	399
GAS2L3	uc001thu.3	2085
SMIM12	uc021ole.1	279
CNRIP1	uc002sek.4	495
PDE8A	uc002blh.3	2490
EDN3	uc002yap.3	717
GMIP	uc002nnd.3	2913
GAGE4	uc004dnw.4	354
SF3A2	uc002lvg.3	1395
DNLZ	uc004chf.2	537
FN3KRP	uc002kfu.3	930
SMAD7	uc002ldg.3	1281
TMEM253	uc010tlo.2	654
AL833346	uc009ygt.3	363
RHBDD2	uc003udw.1	1095
OR11H6	uc010tlc.2	993
PPP1R3B	uc003wsn.4	858
C11orf85	uc001ocb.1	651
BC050399	uc021ufl.1	636
GOLGA8A	uc001zii.3	1812
TMEM57	uc001bkk.3	1995
CADPS	uc003dll.2	4062
LPCAT2	uc002eie.4	1635
RGL3	uc002mro.2	2151
S100A14	uc001fce.3	315
